id_order,brand_cat
408808,Apple - laptop
408877,Apple - smartphone
408955,Apple - smartwhatch
408985,Apple - tablet
408993,Apple - smartphone
409035,Service - service
409118,Apple - laptop
408312,Apple - smartphone
408312,Apple - extended warranty
296478,Apple - laptop
409458,LG - display
407953,LG - display
409562,Apple - smartwhatch
409562,Apple - laptop
409565,Apple - laptop
409565,Apple - extended warranty
259668,Apple - smartphone
409721,Apple - smartphone
409853,Apple - smartphone
409853,Apple - extended warranty
409887,Apple - laptop
409973,Apple - smartphone
410214,Apple - smartphone
410214,Apple - extended warranty
410238,Synology - other
410325,Apple - smartphone
410340,Apple - smartphone
410372,Apple - tablet
410412,Apple - laptop
406801,Apple - pc
410483,LG - display
410629,LG - display
410652,Apple - smartphone
410768,LG - display
410768,Samsung - display
410786,Apple - smartphone
410786,Apple - tablet
410824,Apple - pc
410833,Service - service
410354,Apple - smartphone
411036,Apple - smartphone
411007,Apple - smartphone
411007,Apple - extended warranty
411465,Apple - smartphone
410835,Apple - smartphone
410835,Apple - extended warranty
411518,Apple - smartphone
411518,Apple - extended warranty
410871,Apple - tablet
410871,Apple - extended warranty
409457,Apple - pc
411646,Apple - laptop
411711,Apple - smartphone
411711,Apple - extended warranty
411744,Apple - smartwhatch
411783,Apple - smartwhatch
411963,LG - display
412136,Apple - smartphone
412170,Apple - tablet
412475,LG - display
412498,Apple - other
412503,Wacom - tablet
412525,Apple - smartwhatch
412529,Apple - smartphone
412529,Apple - extended warranty
409093,Pack - pc
409093,Apple - extended warranty
412991,Wacom - tablet
413097,LG - display
413152,LG - display
413233,Apple - laptop
413250,Apple - laptop
413308,LG - display
413359,Apple - smartwhatch
413384,Apple - tablet
413510,Apple - pc
411393,LG - display
413641,Pack - pc
413645,Apple - smartphone
413645,Apple - extended warranty
413812,Apple - smartphone
413812,Apple - extended warranty
413943,Apple - laptop
414025,Apple - laptop
414025,Apple - extended warranty
414067,Apple - pc
414067,Apple - extended warranty
414145,Apple - smartphone
414164,Apple - smartphone
414522,Apple - smartphone
414574,Apple - smartphone
414574,Apple - extended warranty
414789,Apple - smartphone
414054,Wacom - tablet
415223,Apple - extended warranty
415223,Pack - pc
415293,Apple - laptop
415345,Wacom - tablet
415457,BenQ - display
415521,Apple - smartphone
415542,Apple - smartphone
415565,Pack - pc
415775,Apple - other
415871,Apple - smartphone
411218,Apple - smartwhatch
416004,Pack - pc
416015,Apple - smartphone
416015,Apple - extended warranty
416060,Service - service
415086,Apple - tablet
415086,Apple - smartphone
416395,Apple - smartphone
416403,Apple - smartphone
416456,Service - service
416797,Dell - display
417029,Apple - tablet
417029,Apple - other
417044,Apple - laptop
417214,Apple - smartwhatch
417214,Apple - laptop
417334,Apple - smartphone
417363,Apple - smartphone
417363,Apple - extended warranty
417471,Apple - tablet
417474,Apple - smartphone
417291,Apple - smartphone
417291,Apple - extended warranty
417622,Apple - smartphone
417368,Pack - pc
417368,Microsoft - software
417765,LG - display
417806,Apple - smartphone
417907,Apple - smartphone
417907,Apple - extended warranty
417926,Apple - tablet
417959,Apple - smartphone
418000,Apple - smartphone
418000,Apple - extended warranty
418019,Apple - smartwhatch
418033,Apple - smartphone
418033,Apple - extended warranty
418104,Apple - smartphone
418104,Apple - extended warranty
417292,Apple - smartwhatch
418185,Wacom - tablet
418287,Apple - smartwhatch
418321,Apple - smartphone
418321,Apple - extended warranty
418378,LG - display
418378,Unknown - Unknown
418457,Apple - smartphone
418494,Apple - pc
418508,BenQ - display
418597,Apple - tablet
418644,Apple - smartphone
419101,Apple - pc
419101,Apple - extended warranty
419268,Wacom - tablet
419531,Sen.se - other
415375,Apple - other
419647,Apple - extended warranty
419714,Pack - pc
419714,Apple - extended warranty
419789,TP-Link - other
419789,Apple - tablet
419799,Apple - extended warranty
419789,LG - display
419831,Apple - extended warranty
419837,Apple - extended warranty
419976,Apple - laptop
419979,Apple - laptop
419979,LG - display
420040,Apple - tablet
420044,Apple - laptop
419963,Sen.se - other
420101,Apple - extended warranty
420223,Pack - pc
420223,Wacom - tablet
417154,Apple - smartphone
417154,Apple - smartwhatch
420313,Apple - laptop
420037,Apple - laptop
420453,Pack - pc
420543,Apple - smartphone
420543,Apple - extended warranty
418482,Apple - smartphone
418482,Apple - extended warranty
420565,Apple - smartphone
420707,Apple - smartphone
420843,Apple - smartphone
420870,Apple - smartphone
420870,Apple - extended warranty
421006,Apple - smartphone
420417,Apple - smartphone
421109,Apple - laptop
421109,Apple - extended warranty
421181,Apple - smartphone
421255,Apple - smartphone
421279,Apple - laptop
421539,LG - display
421631,Apple - tablet
421964,Apple - pc
421964,Apple - extended warranty
421964,Apple - other
422144,Apple - smartwhatch
422147,Apple - smartphone
422434,Elgato - display
422434,Elgato - other
422521,LG - display
422807,LG - display
423105,Apple - smartphone
423105,Apple - extended warranty
423135,Apple - tablet
423365,Apple - tablet
423365,Apple - extended warranty
423367,Pack - pc
423498,Synology - extended warranty
423661,Apple - laptop
423721,Apple - smartphone
423721,Apple - extended warranty
423731,Apple - smartphone
423779,Apple - smartphone
423779,Apple - extended warranty
422459,Apple - smartphone
423831,Apple - smartphone
423831,Apple - extended warranty
421784,Apple - smartphone
421784,Apple - extended warranty
424378,Apple - smartphone
424537,LG - display
424537,Apple - smartwhatch
424623,Apple - pc
424723,Apple - tablet
424734,LG - display
425195,Apple - smartphone
425362,Apple - smartphone
425386,Apple - smartphone
425170,Apple - pc
329976,Apple - other
426247,Apple - smartphone
426247,Apple - extended warranty
426234,Apple - smartphone
426234,Apple - extended warranty
426307,Apple - smartphone
426323,Apple - tablet
426323,Apple - smartphone
424537,Apple - other
421187,Apple - extended warranty
426412,Service - service
424959,Apple - laptop
424959,Apple - extended warranty
426520,Apple - laptop
426683,Apple - tablet
426773,Apple - smartphone
426773,Apple - extended warranty
426817,Apple - smartphone
427068,Apple - tablet
427136,Apple - laptop
427185,Apple - smartwhatch
427208,Apple - laptop
427221,Apple - laptop
427398,LG - display
427627,Apple - smartphone
427659,Apple - laptop
428149,Apple - smartphone
428195,Apple - smartphone
428195,Apple - other
428238,Apple - laptop
428238,Apple - extended warranty
428276,Apple - tablet
428238,Apple - tablet
428709,Apple - pc
428788,Apple - smartphone
428869,Apple - smartphone
428933,Apple - laptop
428933,Apple - smartphone
428933,Apple - tablet
429035,Apple - smartphone
429083,Dell - display
429083,Apple - laptop
429395,Apple - pc
429106,Polaroid - printer
429444,Apple - laptop
429444,Apple - extended warranty
429530,Apple - smartphone
429530,Apple - extended warranty
429710,Pack - pc
429710,Apple - extended warranty
429779,Apple - smartphone
429779,Apple - extended warranty
429953,BenQ - display
430024,Apple - smartphone
430024,Apple - extended warranty
430087,Apple - smartphone
429346,Apple - laptop
430170,Apple - laptop
430218,Apple - smartphone
430218,Unknown - Unknown
430266,Apple - tablet
430306,Apple - smartphone
430306,Apple - extended warranty
418874,Unknown - Unknown
430459,Dell - display
430459,Wacom - tablet
430768,LG - display
431130,Apple - smartphone
431394,Service - service
431434,Apple - extended warranty
431434,Apple - tablet
431686,Apple - smartphone
431836,Apple - smartphone
431836,Dell - other
431907,Dell - display
432047,LG - display
431945,Apple - pc
432156,Eizo - display
432208,Apple - laptop
432208,Apple - smartphone
432362,Apple - tablet
432496,Prynt - printer
432506,Apple - smartphone
432506,Apple - extended warranty
432606,Apple - smartphone
432703,Apple - other
432770,LG - display
432791,LG - display
432897,Apple - laptop
432961,Dell - display
432962,LG - display
432897,Dell - other
433103,Pack - pc
433103,Wacom - tablet
433247,Apple - smartwhatch
428415,Apple - laptop
428415,Apple - extended warranty
431683,Apple - smartphone
433396,Apple - smartphone
433674,Pack - pc
433714,Apple - tablet
433760,Dell - display
429212,Apple - smartphone
433881,Apple - extended warranty
433957,LG - display
434008,Apple - pc
431247,Apple - smartphone
433649,Apple - tablet
434069,Apple - tablet
434008,Dell - display
434069,Apple - smartphone
434142,Dell - other
429395,Apple - smartphone
434328,Apple - smartwhatch
434356,Apple - smartphone
434443,LG - display
434572,Apple - smartphone
434572,Apple - extended warranty
434615,Apple - smartphone
434635,Wacom - tablet
434635,LG - display
434401,Synology - other
434891,Apple - tablet
434891,Apple - extended warranty
434954,Apple - extended warranty
434908,Apple - smartwhatch
435222,Apple - smartwhatch
435228,D-Link - camera
430087,Apple - tablet
435293,LG - display
432508,Apple - smartphone
432508,Apple - extended warranty
435514,Apple - extended warranty
435514,Apple - smartwhatch
435688,Apple - smartphone
435876,Apple - laptop
435972,Apple - smartphone
435972,Apple - extended warranty
435991,BenQ - display
436148,BenQ - display
436140,Apple - tablet
436345,Apple - smartphone
436411,Apple - smartphone
436115,Synology - other
436481,BenQ - display
436514,Apple - tablet
436514,Apple - smartwhatch
436538,LG - display
436525,Apple - smartphone
429214,Apple - pc
432841,Dell - display
433845,Apple - smartphone
433845,Apple - extended warranty
437224,Apple - smartphone
437224,Apple - tablet
437352,Apple - smartwhatch
437382,Apple - smartphone
436481,Pack - pc
437464,Apple - tablet
437476,Apple - tablet
437594,Netatmo - camera
437599,Apple - laptop
437762,LG - display
437760,Apple - tablet
437836,Apple - laptop
437836,Apple - smartphone
437872,Apple - smartphone
437903,Apple - smartphone
437906,Apple - tablet
437953,Apple - tablet
438092,Apple - smartphone
438260,Apple - smartphone
438313,Apple - extended warranty
438313,D-Link - camera
438363,Apple - pc
438379,Apple - smartwhatch
438313,Philips - other
438460,Apple - smartwhatch
438460,Wacom - tablet
438512,Service - service
438539,Apple - smartwhatch
438539,Apple - tablet
438539,Apple - extended warranty
425949,Apple - smartwhatch
438624,Pack - pc
438641,Apple - smartphone
437652,Synology - other
438711,Apple - laptop
438711,Dell - display
438683,Apple - tablet
438747,Apple - laptop
438715,Apple - pc
438683,Apple - extended warranty
438789,LG - display
438802,Apple - laptop
438874,Pack - pc
438874,Apple - extended warranty
438904,Service - service
438904,Dell - display
439075,Service - service
439106,Wacom - tablet
429400,Service - service
439143,Samsung - display
437892,Unknown - Unknown
439175,Apple - smartwhatch
439175,Sphero - other
439210,Apple - laptop
439210,LG - display
439143,Apple - extended warranty
439317,Apple - smartphone
439317,Apple - extended warranty
438764,Apple - smartphone
439504,Apple - tablet
439519,Apple - smartphone
439519,Apple - extended warranty
439504,Apple - smartwhatch
439552,Apple - pc
439628,Apple - tablet
439708,Pack - pc
439751,Apple - tablet
439747,Apple - smartwhatch
430170,Apple - pc
439913,Apple - pc
439913,Apple - extended warranty
440141,Apple - smartwhatch
440296,Apple - laptop
440346,Netatmo - other
440423,Apple - smartphone
440438,Fitbit - smartwhatch
440432,Apple - smartphone
440432,Apple - extended warranty
440514,LG - display
440533,Apple - pc
440514,Apple - laptop
439474,Apple - pc
440532,Apple - extended warranty
440559,Apple - smartphone
440562,Apple - smartphone
440533,Apple - smartwhatch
440620,Apple - laptop
440640,Service - service
440620,Apple - smartphone
441494,LG - display
441578,Apple - smartwhatch
441494,Apple - tablet
441609,GoPro - camera
441677,Apple - extended warranty
441679,Apple - smartwhatch
441679,Apple - extended warranty
441677,Apple - smartwhatch
441694,Apple - tablet
441735,Synology - other
441754,Apple - laptop
441754,Dell - other
440802,D-Link - camera
441821,Apple - smartwhatch
441821,Netatmo - other
441852,Apple - smartphone
441878,Apple - smartwhatch
441892,Apple - smartphone
436561,Apple - laptop
436561,Microsoft - software
441884,Dell - display
441930,Apple - smartwhatch
441930,Apple - smartphone
442127,Apple - smartwhatch
442226,LG - display
442349,Apple - other
442402,Apple - laptop
442402,Microsoft - software
442433,Ninebot - other
442451,Apple - smartphone
442451,Apple - smartwhatch
442455,Apple - smartphone
442735,Apple - smartphone
442753,Wacom - tablet
442890,Apple - tablet
442892,Apple - laptop
442993,Apple - smartphone
443101,Wacom - tablet
443102,Service - service
443231,Apple - laptop
443231,LG - display
443436,Apple - tablet
443457,Apple - laptop
443465,Apple - smartphone
443465,Apple - extended warranty
443498,Apple - smartwhatch
432841,BenQ - display
443563,Apple - smartphone
443563,Apple - extended warranty
443609,Apple - smartphone
429350,Dell - display
443707,Apple - smartwhatch
443719,Apple - smartwhatch
443953,Apple - other
444275,Apple - smartphone
444323,Apple - laptop
444330,LG - display
444330,BenQ - display
444330,Dell - display
444330,Nest - other
444475,Apple - laptop
444475,Apple - extended warranty
444475,Apple - other
444475,Apple - smartphone
444706,Apple - tablet
444784,Apple - pc
444784,Apple - smartwhatch
444907,GoPro - other
445079,Apple - tablet
444907,Sphero - other
445241,Pack - pc
445744,Apple - smartphone
445827,Apple - smartphone
442115,Pack - pc
438190,Apple - tablet
446059,Eizo - display
446064,Apple - laptop
433559,Apple - smartphone
446156,Apple - smartwhatch
446178,Synology - other
446240,Apple - tablet
446282,Apple - pc
446178,LG - display
446413,Apple - smartphone
446413,Apple - extended warranty
446437,Apple - smartwhatch
446792,Apple - smartphone
446862,Dell - display
446870,Wacom - tablet
447013,Apple - tablet
447235,Apple - laptop
447249,Wacom - tablet
447303,LG - display
447343,Pack - pc
447666,Apple - smartphone
447705,Apple - smartwhatch
447945,Service - service
448203,Apple - smartphone
448208,Apple - smartphone
448208,Apple - tablet
448362,Wacom - tablet
447750,Apple - smartphone
448460,Pack - pc
445241,Apple - extended warranty
449275,Apple - tablet
449335,Apple - tablet
449341,Apple - pc
449404,Netatmo - other
449404,Netatmo - camera
449435,Apple - pc
449476,Apple - smartphone
449476,Apple - extended warranty
449656,Apple - tablet
449684,Apple - pc
449310,Apple - smartphone
449783,LG - display
449783,Apple - laptop
447882,Dell - other
449916,Wacom - tablet
450098,Apple - smartphone
449684,Apple - other
450421,Apple - smartphone
450693,Apple - tablet
450693,Apple - extended warranty
450925,Apple - smartphone
450984,Apple - smartwhatch
451459,Apple - smartphone
451766,Apple - smartphone
451766,Apple - smartwhatch
451964,Apple - pc
451964,Microsoft - software
450515,Apple - smartphone
362172,Apple - smartphone
362172,Apple - extended warranty
452402,Apple - smartphone
452402,Apple - extended warranty
452553,Apple - smartwhatch
452555,Apple - smartphone
452599,Apple - laptop
452777,Apple - laptop
452777,Apple - tablet
452936,Apple - pc
452936,Apple - smartphone
453217,Apple - smartphone
453217,Apple - tablet
453278,Apple - pc
453246,Apple - tablet
453418,Apple - laptop
453278,Apple - extended warranty
453278,Microsoft - software
453774,Apple - smartphone
453916,Apple - smartphone
451934,Apple - other
451934,Apple - smartwhatch
454639,Apple - smartphone
454781,Apple - smartwhatch
454839,Apple - smartphone
454842,Pack - pc
454842,Apple - extended warranty
454929,Wacom - tablet
455117,Apple - smartphone
455601,Apple - tablet
455602,iHealth - other
455753,Apple - pc
455753,Apple - smartwhatch
455791,Apple - laptop
455791,LG - display
455938,Apple - smartphone
455938,Apple - extended warranty
455214,Apple - smartwhatch
455970,Apple - smartphone
456108,Apple - tablet
456443,Apple - tablet
456546,Apple - tablet
456546,Apple - extended warranty
456560,Apple - tablet
457086,Apple - tablet
455776,Apple - laptop
455776,Apple - extended warranty
457385,Apple - laptop
457385,Apple - extended warranty
457997,Apple - smartwhatch
455766,Apple - tablet
458613,Apple - smartphone
458647,Apple - smartwhatch
459019,Apple - smartwhatch
459266,Apple - laptop
459368,Apple - smartphone
459492,Apple - smartphone
459492,Apple - extended warranty
459683,Apple - smartphone
459726,Apple - smartphone
459782,Apple - smartphone
459782,Apple - smartwhatch
459901,Apple - pc
459901,Dell - display
460161,Pack - pc
460234,Apple - smartphone
460182,Apple - smartphone
460182,Apple - extended warranty
460001,Netatmo - other
460365,Apple - smartphone
460365,Apple - extended warranty
460471,Pack - pc
460001,Apple - smartphone
461392,Apple - smartphone
461392,Apple - extended warranty
461546,Apple - smartphone
461677,Apple - smartphone
461700,Apple - tablet
459370,Apple - smartwhatch
463111,Apple - smartphone
463111,Apple - extended warranty
446282,Samsung - display
463317,Apple - smartphone
463317,Apple - extended warranty
319558,Apple - smartphone
319558,Apple - extended warranty
464306,Apple - smartwhatch
464307,Apple - pc
464871,Apple - tablet
465173,Unknown - Unknown
465187,Nokia - other
465234,Nokia - other
465369,Apple - extended warranty
465474,Nokia - other
441371,Apple - smartphone
465519,Apple - smartwhatch
465559,Apple - smartphone
465559,Apple - extended warranty
465588,Apple - smartphone
465728,Wacom - tablet
433309,Apple - smartwhatch
465861,Netatmo - other
463889,Apple - smartphone
466474,Apple - tablet
466474,Apple - other
436925,LG - display
466631,Apple - tablet
466683,Apple - smartwhatch
466685,Apple - smartphone
466685,Apple - extended warranty
466739,Wacom - tablet
467026,Apple - laptop
467026,Apple - extended warranty
467145,Unknown - Unknown
467156,Mophie - other
467194,Apple - laptop
461165,Apple - smartwhatch
467264,Apple - extended warranty
467313,Apple - smartwhatch
467353,Apple - pc
467386,Apple - laptop
467556,Apple - smartphone
467575,Apple - smartphone
467575,Apple - tablet
467956,Apple - tablet
467967,Apple - tablet
468029,Apple - smartphone
467230,Apple - smartwhatch
468061,Apple - smartwhatch
468089,Apple - smartphone
468133,Apple - tablet
468254,Apple - smartphone
468308,Apple - smartphone
468322,Apple - smartwhatch
468325,Apple - smartphone
468564,Apple - smartphone
468747,Pack - pc
468766,Apple - smartwhatch
468747,Wacom - tablet
469106,Apple - tablet
470069,Oblumi - other
470124,Apple - smartphone
470163,Apple - laptop
470180,Apple - smartphone
470472,Apple - tablet
470472,Apple - extended warranty
470632,Unknown - Unknown
470899,Elgato - other
470922,Apple - smartphone
470922,Apple - extended warranty
471553,Apple - smartphone
471553,Apple - smartwhatch
471851,Apple - smartwhatch
471851,Apple - other
472445,Apple - smartphone
473080,Apple - laptop
473080,Apple - extended warranty
473155,Apple - laptop
473285,Apple - smartphone
473621,Apple - tablet
473809,Apple - smartphone
473809,Unknown - Unknown
473975,Apple - smartphone
473975,Apple - extended warranty
474427,Apple - tablet
474436,Apple - smartphone
474450,Apple - smartwhatch
474450,Apple - extended warranty
469917,BenQ - display
474436,Apple - extended warranty
469917,Apple - laptop
475184,Apple - tablet
475720,Apple - smartphone
475184,Apple - smartphone
476986,Apple - pc
476986,Apple - tablet
475573,Nokia - other
477569,Apple - smartphone
477926,Apple - extended warranty
477516,Apple - smartphone
477516,Apple - extended warranty
478254,Apple - smartwhatch
473479,Ninebot - other
473479,I AM - other
478477,Apple - tablet
477558,Apple - tablet
478348,Pack - pc
478348,Apple - extended warranty
477035,Apple - smartphone
477035,Apple - laptop
478835,Dell - display
478844,Sphero - other
478878,Sphero - other
478906,Nest - other
478926,Nest - other
478924,Apple - other
478906,Philips - other
478926,Elgato - display
479154,Apple - extended warranty
479178,Apple - tablet
479194,Apple - other
477752,Apple - smartphone
479376,Apple - smartphone
479451,Apple - smartphone
479595,Apple - smartphone
479622,Apple - laptop
479783,Unknown - Unknown
477926,Apple - tablet
480105,Wacom - tablet
479984,Wacom - tablet
480120,Apple - tablet
477620,LG - display
480284,Apple - smartphone
477368,Apple - smartphone
480573,Apple - smartphone
480603,Apple - smartphone
480573,Apple - extended warranty
480603,LG - display
480633,Prynt - printer
480649,Apple - extended warranty
480742,Apple - smartwhatch
480743,Apple - smartwhatch
480805,Apple - tablet
480894,Apple - smartphone
480954,Apple - smartphone
480954,Apple - tablet
481055,Apple - extended warranty
481066,Pack - pc
481066,Apple - extended warranty
481196,Netatmo - other
481218,Apple - smartphone
481218,Apple - extended warranty
481311,Apple - extended warranty
481345,Apple - smartphone
481466,Nest - other
481698,Service - service
481865,Apple - smartphone
481662,Apple - smartphone
481662,Apple - smartwhatch
481662,Apple - extended warranty
482065,Apple - smartphone
482065,Apple - extended warranty
482570,Apple - smartphone
482570,Apple - extended warranty
483060,Apple - smartphone
483085,Apple - smartphone
483085,Apple - extended warranty
483487,Apple - smartphone
483570,Apple - laptop
484014,Apple - laptop
484367,Apple - smartwhatch
484399,Apple - smartphone
484421,Apple - smartphone
484433,Apple - smartphone
484433,Apple - extended warranty
484844,Apple - smartphone
484844,Apple - tablet
471219,Apple - smartphone
471219,Apple - extended warranty
485455,Apple - smartphone
485455,Apple - extended warranty
485483,Apple - smartphone
485697,Apple - smartphone
485697,Apple - extended warranty
485889,LG - display
484070,Apple - laptop
480422,Apple - smartphone
480422,Apple - extended warranty
486794,Apple - smartphone
486851,Apple - smartphone
486977,Apple - smartphone
486721,DJI - other
486721,Unknown - Unknown
488048,Apple - other
488178,Apple - smartphone
488048,Apple - smartphone
483949,Apple - extended warranty
488994,Fitbit - smartwhatch
488994,Apple - smartphone
487203,Apple - smartphone
487203,Apple - smartwhatch
488994,Apple - laptop
490393,Apple - smartphone
490453,Apple - smartphone
490453,Sen.se - other
490861,Apple - smartphone
490861,Apple - extended warranty
491189,Apple - smartphone
486867,Apple - smartphone
491228,Apple - smartphone
491339,Apple - smartphone
491840,Apple - smartphone
491923,BenQ - display
491926,Service - service
492230,Service - service
493201,Apple - smartphone
493245,Apple - smartphone
493201,Apple - extended warranty
493309,Apple - smartphone
494040,Apple - smartphone
494208,Apple - smartwhatch
495487,Apple - extended warranty
495487,Apple - smartphone
496940,Apple - tablet
496940,Apple - other
497503,D-Link - camera
498357,Service - service
497503,Nokia - other
499587,Apple - other
500137,Microsoft - software
500350,Dell - display
498269,LG - display
500974,Apple - pc
501049,Apple - smartphone
501522,Apple - smartphone
502039,Apple - smartwhatch
499577,Apple - smartphone
499577,Apple - extended warranty
502075,Apple - smartphone
501891,Apple - smartwhatch
502239,Apple - laptop
502286,Apple - smartphone
502343,Apple - tablet
502343,Apple - smartwhatch
500496,Apple - extended warranty
502747,Apple - laptop
500974,LG - display
502075,Apple - extended warranty
502780,Apple - smartwhatch
502766,BenQ - display
501346,Pack - pc
502331,Apple - tablet
502930,Apple - smartphone
502930,Apple - smartwhatch
502968,Apple - laptop
502968,Apple - tablet
503235,LG - display
503242,Apple - tablet
503289,Apple - smartphone
503289,Apple - extended warranty
503347,Apple - smartphone
453288,Apple - extended warranty
491926,Unknown - Unknown
508060,Service - service
509360,Pack - pc
510353,Apple - smartphone
511205,NewerTech - other
511267,Apple - laptop
511282,Apple - laptop
511194,Wacom - tablet
511415,Samsung - display
392488,Mophie - other
511415,Apple - pc
511572,Apple - smartphone
511572,Apple - smartwhatch
511602,BenQ - display
513058,Apple - smartphone
510449,Service - service
519846,Nimbus - other
522526,Service - service
523316,Apple - other
523728,Service - service
